   Time             Iout              I_PV              VP1               P_buck_out        Pmax              V_PV_out          S_irrendation     Vout              V_buck_out        P_PV_out          duty_cycle        V_PV            MPPT_efficiency     D               
 8.280000000E-002  1.707166286E+000  2.519190517E+000  1.252075481E+001  1.993722299E+001  4.396896292E+001  1.252075985E+001  1.200000000E+003  1.024299771E+001  1.093724545E+001  2.900691051E+001  0.000000000E+000  1.151304323E+001  8.700833605E+001  0.000000000E+000 
 8.320000000E-002  1.597026516E+000  2.518459141E+000  1.352828462E+001  1.748650036E+001  4.396896292E+001  1.352828966E+001  1.200000000E+003  9.582159099E+000  1.024299771E+001  3.154216681E+001  0.000000000E+000  1.252075481E+001  8.692667300E+001  0.000000000E+000 
 8.360000000E-002  1.493992551E+000  2.516547006E+000  1.453528566E+001  1.530296216E+001  4.396896292E+001  1.453529070E+001  1.200000000E+003  8.963955311E+000  9.582159099E+000  3.407043207E+001  0.000000000E+000  1.352828462E+001  8.687646442E+001  0.000000000E+000 
 8.400000000E-002  1.397605951E+000  2.511478431E+000  1.554089050E+001  1.339208248E+001  4.396896292E+001  1.554089552E+001  1.200000000E+003  8.385635710E+000  8.963955311E+000  3.657872959E+001  0.000000000E+000  1.453528566E+001  8.685697074E+001  0.000000000E+000 
 8.440000000E-002  1.307437854E+000  2.498054858E+000  1.654279684E+001  1.171981439E+001  4.396896292E+001  1.654280183E+001  1.200000000E+003  7.844627122E+000  8.385635710E+000  3.903061129E+001  0.000000000E+000  1.554089050E+001  8.686703169E+001  0.000000000E+000 
 8.480000000E-002  1.223087064E+000  2.463082073E+000  1.753502385E+001  1.025636245E+001  4.396896292E+001  1.753502877E+001  1.200000000E+003  7.338522382E+000  7.844627122E+000  4.132481401E+001  0.000000000E+000  1.654279684E+001  8.690430549E+001  0.000000000E+000 
 8.520000000E-002  1.144178270E+000  2.376072935E+000  1.850285441E+001  8.975651791E+000  4.396896292E+001  1.850285916E+001  1.200000000E+003  6.865069626E+000  7.338522382E+000  4.319020281E+001  0.000000000E+000  1.753502385E+001  8.696328745E+001  0.000000000E+000 
 8.560000000E-002  1.070360378E+000  2.181482440E+000  1.941436499E+001  7.854863496E+000  4.396896292E+001  1.941436936E+001  1.200000000E+003  6.422162270E+000  6.865069626E+000  4.396413152E+001  0.000000000E+000  1.850285441E+001  8.703077825E+001  0.000000000E+000 
 8.600000000E-002  2.285298740E+000  2.519274831E+000  1.230904244E+001  6.874028042E+000  4.396896292E+001  1.230904748E+001  1.200000000E+003  1.371179244E+001  6.422162270E+000  4.235209632E+001  1.000000000E+000  1.941436499E+001  8.705478841E+001  1.000000000E-001 
 8.640000000E-002  2.239689810E+000  2.519118052E+000  1.267486317E+001  3.133554197E+001  4.396896292E+001  1.267486821E+001  1.200000000E+003  1.343813885E+001  1.371179244E+001  3.100986084E+001  0.000000000E+000  1.230904244E+001  8.701219025E+001  0.000000000E+000 
 8.680000000E-002  2.115420978E+000  2.518371414E+000  1.357324374E+001  3.009726262E+001  4.396896292E+001  1.357324878E+001  1.200000000E+003  1.269252588E+001  1.343813885E+001  3.192947659E+001  0.000000000E+000  1.267486317E+001  8.693837500E+001  0.000000000E+000 
 8.720000000E-002  1.981143457E+000  2.516411067E+000  1.458005524E+001  2.685003552E+001  4.396896292E+001  1.458006027E+001  1.200000000E+003  1.188686074E+001  1.269252588E+001  3.418246903E+001  0.000000000E+000  1.357324374E+001  8.689145609E+001  0.000000000E+000 
 8.760000000E-002  1.853327742E+000  2.511117486E+000  1.558556080E+001  2.354957639E+001  4.396896292E+001  1.558556583E+001  1.200000000E+003  1.111996644E+001  1.188686074E+001  3.668941236E+001  0.000000000E+000  1.458005524E+001  8.687395575E+001  0.000000000E+000 
 8.800000000E-002  1.733758213E+000  2.497102884E+000  1.658720467E+001  2.060894228E+001  4.396896292E+001  1.658720966E+001  1.200000000E+003  1.040254927E+001  1.111996644E+001  3.913717427E+001  0.000000000E+000  1.558556080E+001  8.688474845E+001  0.000000000E+000 
 8.840000000E-002  1.621902861E+000  2.460636047E+000  1.757875217E+001  1.803550524E+001  4.396896292E+001  1.757875709E+001  1.200000000E+003  9.731417162E+000  1.040254927E+001  4.141995660E+001  0.000000000E+000  1.658720467E+001  8.692152215E+001  0.000000000E+000 
 8.880000000E-002  1.517263994E+000  2.370196846E+000  1.854491841E+001  1.578341332E+001  4.396896292E+001  1.854492315E+001  1.200000000E+003  9.103583969E+000  9.731417162E+000  4.325491125E+001  0.000000000E+000  1.757875217E+001  8.697879458E+001  0.000000000E+000 
 8.920000000E-002  1.419376035E+000  2.169299883E+000  1.945281735E+001  1.381254019E+001  4.396896292E+001  1.945282168E+001  1.200000000E+003  8.516256214E+000  9.103583969E+000  4.395510718E+001  0.000000000E+000  1.854491841E+001  8.704341992E+001  0.000000000E+000 
 8.960000000E-002  2.435599605E+000  2.518529364E+000  1.346395677E+001  1.208776998E+001  4.396896292E+001  1.346396181E+001  1.200000000E+003  1.461359762E+001  8.516256214E+000  4.219899446E+001  1.000000000E+000  1.945281735E+001  8.706558142E+001  1.000000000E-001 
 9.000000000E-002  2.396632734E+000  2.518209074E+000  1.372975124E+001  3.559287257E+001  4.396896292E+001  1.372975627E+001  1.200000000E+003  1.437979641E+001  1.461359762E+001  3.390937050E+001  0.000000000E+000  1.346395677E+001  8.704096650E+001  0.000000000E+000 
 9.040000000E-002  2.247566673E+000  4.185190345E-001  1.388194932E+001  3.446309080E+001  6.749930867E+000  1.388195016E+001  2.000000000E+002  1.348540004E+001  1.437979641E+001  3.457438413E+001  0.000000000E+000  1.372975124E+001  8.699955096E+001  0.000000000E+000 
 9.080000000E-002  2.217031597E+000  4.189697904E-001  1.334371224E+001  3.030933571E+001  6.749930867E+000  1.334371307E+001  2.000000000E+002  1.330218958E+001  1.348540004E+001  5.809860002E+000  1.000000000E+000  1.388194932E+001  8.699727413E+001  1.000000000E-001 
 9.120000000E-002  2.076304277E+000  4.188532969E-001  1.351126562E+001  2.949137460E+001  6.749930867E+000  1.351126646E+001  2.000000000E+002  1.245782565E+001  1.330218958E+001  5.590612319E+000  0.000000000E+000  1.334371224E+001  8.698704732E+001  0.000000000E+000 
 9.160000000E-002  1.944509705E+000  4.187169402E-001  1.367876650E+001  2.586623667E+001  6.749930867E+000  1.367876734E+001  2.000000000E+002  1.166705823E+001  1.245782565E+001  5.659238152E+000  0.000000000E+000  1.351126562E+001  8.697170282E+001  0.000000000E+000 
 9.200000000E-002  1.819057450E+000  4.185571783E-001  1.384622123E+001  2.268670797E+001  6.749930867E+000  1.384622206E+001  2.000000000E+002  1.091434470E+001  1.166705823E+001  5.727531232E+000  0.000000000E+000  1.367876650E+001  8.696141874E+001  0.000000000E+000 
 9.240000000E-002  1.701698896E+000  4.183698792E-001  1.401360650E+001  1.985382004E+001  6.749930867E+000  1.401360734E+001  2.000000000E+002  1.021019338E+001  1.091434470E+001  5.795435286E+000  0.000000000E+000  1.384622123E+001  8.695609392E+001  0.000000000E+000 
 9.280000000E-002  1.591911870E+000  4.181501758E-001  1.418091035E+001  1.737467481E+001  6.749930867E+000  1.418091118E+001  2.000000000E+002  9.551471218E+000  1.021019338E+001  5.862870860E+000  0.000000000E+000  1.401360650E+001  8.695562344E+001  0.000000000E+000 
 9.320000000E-002  1.489207884E+000  4.178923465E-001  1.434811865E+001  1.520510041E+001  6.749930867E+000  1.434811949E+001  2.000000000E+002  8.935247304E+000  9.551471218E+000  5.929750130E+000  0.000000000E+000  1.418091035E+001  8.695989821E+001  0.000000000E+000 
 9.360000000E-002  1.393129969E+000  4.175896891E-001  1.451521483E+001  1.330644073E+001  6.749930867E+000  1.451521566E+001  2.000000000E+002  8.358779811E+000  8.935247304E+000  5.995968971E+000  0.000000000E+000  1.434811865E+001  8.696880384E+001  0.000000000E+000 
 9.400000000E-002  1.303250635E+000  4.172343377E-001  1.468217937E+001  1.164486666E+001  6.749930867E+000  1.468218021E+001  2.000000000E+002  7.819503807E+000  8.358779811E+000  6.061404046E+000  0.000000000E+000  1.451521483E+001  8.698221945E+001  0.000000000E+000 
 9.440000000E-002  1.219169973E+000  4.168170893E-001  1.484898937E+001  1.019077330E+001  6.749930867E+000  1.484899021E+001  2.000000000E+002  7.315019839E+000  7.819503807E+000  6.125909414E+000  0.000000000E+000  1.468217937E+001  8.700001626E+001  0.000000000E+000 
 9.480000000E-002  1.140513876E+000  4.163271736E-001  1.501561791E+001  8.918252546E+000  6.749930867E+000  1.501561874E+001  2.000000000E+002  6.843083258E+000  7.315019839E+000  6.189312529E+000  0.000000000E+000  1.484898937E+001  8.702205589E+001  0.000000000E+000 
 9.520000000E-002  1.066932372E+000  4.157520195E-001  1.518203341E+001  7.804631411E+000  6.749930867E+000  1.518203424E+001  2.000000000E+002  6.401594229E+000  6.843083258E+000  6.251409792E+000  0.000000000E+000  1.501561791E+001  8.704818847E+001  0.000000000E+000 
 9.560000000E-002  9.980980664E-001  4.150769612E-001  1.534819885E+001  6.830068114E+000  6.749930867E+000  1.534819968E+001  2.000000000E+002  5.988588395E+000  6.401594229E+000  6.311961024E+000  0.000000000E+000  1.518203341E+001  8.707825034E+001  0.000000000E+000 
 9.600000000E-002  9.337046878E-001  4.142849477E-001  1.551407084E+001  5.977198492E+000  6.749930867E+000  1.551407167E+001  2.000000000E+002  5.602228127E+000  5.988588395E+000  6.370683765E+000  0.000000000E+000  1.534819885E+001  8.711206153E+001  0.000000000E+000 
 9.640000000E-002  8.734657255E-001  4.133561795E-001  1.567959866E+001  5.230826664E+000  6.749930867E+000  1.567959949E+001  2.000000000E+002  5.240794355E+000  5.602228127E+000  6.427246027E+000  0.000000000E+000  1.551407084E+001  8.714942270E+001  0.000000000E+000 
 9.680000000E-002  8.171131531E-001  4.122677471E-001  1.584472302E+001  4.577654248E+000  6.749930867E+000  1.584472384E+001  2.000000000E+002  4.902678916E+000  5.240794355E+000  6.481258999E+000  0.000000000E+000  1.567959866E+001  8.719011175E+001  0.000000000E+000 
 9.720000000E-002  7.643962334E-001  4.109932199E-001  1.600937477E+001  4.006043424E+000  6.749930867E+000  1.600937559E+001  2.000000000E+002  4.586377402E+000  4.902678916E+000  6.532268262E+000  0.000000000E+000  1.584472302E+001  8.723387989E+001  0.000000000E+000 
 9.760000000E-002  7.150804100E-001  4.095022383E-001  1.617347339E+001  3.505809615E+000  6.749930867E+000  1.617347421E+001  2.000000000E+002  4.290482461E+000  4.586377402E+000  6.579744484E+000  0.000000000E+000  1.600937477E+001  8.728044723E+001  0.000000000E+000 
 9.800000000E-002  6.689462557E-001  4.077600941E-001  1.633692538E+001  3.068039957E+000  6.749930867E+000  1.633692619E+001  2.000000000E+002  4.013677538E+000  4.290482461E+000  6.623073556E+000  0.000000000E+000  1.617347339E+001  8.732949776E+001  0.000000000E+000 
 9.840000000E-002  6.257885028E-001  4.057273095E-001  1.649962236E+001  2.684934564E+000  6.749930867E+000  1.649962317E+001  2.000000000E+002  3.754731018E+000  4.013677538E+000  6.661546171E+000  0.000000000E+000  1.633692538E+001  8.738067382E+001  0.000000000E+000 
 9.880000000E-002  5.854151244E-001  4.033593406E-001  1.666143917E+001  2.349667504E+000  6.749930867E+000  1.666143998E+001  2.000000000E+002  3.512490746E+000  3.754731018E+000  6.694347446E+000  0.000000000E+000  1.649962236E+001  8.743357005E+001  0.000000000E+000 
 9.920000000E-002  5.476464828E-001  4.006062611E-001  1.682223176E+001  2.056265207E+000  6.749930867E+000  1.682223256E+001  2.000000000E+002  3.285878898E+000  3.512490746E+000  6.720547117E+000  0.000000000E+000  1.666143917E+001  8.748772679E+001  0.000000000E+000 
 9.960000000E-002  5.123145312E-001  3.974127161E-001  1.698183501E+001  1.799500023E+000  6.749930867E+000  1.698183580E+001  2.000000000E+002  3.073887188E+000  3.285878898E+000  6.739091367E+000  0.000000000E+000  1.682223176E+001  8.754262318E+001  0.000000000E+000 
 1.000000000E-001  4.792620634E-001  3.937180324E-001  1.714006059E+001  1.574797074E+000  6.749930867E+000  1.714006138E+001  2.000000000E+002  2.875572379E+000  3.073887188E+000  6.748797173E+000  0.000000000E+000  1.698183501E+001  8.759767000E+001  0.000000000E+000 
 1.004000000E-001  1.830382546E+000  2.519680351E+000  9.410635021E+000  1.378152751E+000  4.396896292E+001  9.410640060E+000  1.200000000E+003  1.098229527E+001  2.875572379E+000  6.748350932E+000  1.000000000E+000  1.714006059E+001  8.762499654E+001  1.000000000E-001 
 1.008000000E-001  1.791151167E+000  2.519652375E+000  9.917083514E+000  2.010180158E+001  4.396896292E+001  9.917088554E+000  1.200000000E+003  1.074690699E+001  1.098229527E+001  2.371179215E+001  1.000000000E+000  9.410635021E+000  8.755077513E+001  2.000000000E-001 
 1.012000000E-001  1.653958579E+000  2.519551110E+000  1.105905764E+001  1.924933498E+001  4.396896292E+001  1.105906268E+001  1.200000000E+003  9.923751475E+000  1.074690699E+001  2.498760303E+001  1.000000000E+000  9.917083514E+000  8.748325715E+001  1.000000000E-001 
 1.016000000E-001  1.548972643E+000  2.519353542E+000  1.206682276E+001  1.641347389E+001  4.396896292E+001  1.206682780E+001  1.200000000E+003  9.293835863E+000  9.923751475E+000  2.786386095E+001  0.000000000E+000  1.105905764E+001  8.743038084E+001  0.000000000E+000 
 1.020000000E-001  1.450650760E+000  2.518874032E+000  1.307443104E+001  1.439589751E+001  4.396896292E+001  1.307443608E+001  1.200000000E+003  8.703904556E+000  9.293835863E+000  3.040059264E+001  0.000000000E+000  1.206682276E+001  8.735051466E+001  0.000000000E+000 
 1.024000000E-001  1.357060398E+000  2.517637380E+000  1.408173312E+001  1.262632575E+001  4.396896292E+001  1.408173816E+001  1.200000000E+003  8.142362381E+000  8.703904556E+000  3.293284486E+001  0.000000000E+000  1.307443104E+001  8.729638290E+001  0.000000000E+000 
 1.028000000E-001  1.269508134E+000  2.514372442E+000  1.508813482E+001  1.104967752E+001  4.396896292E+001  1.508813985E+001  1.200000000E+003  7.617048803E+000  8.142362381E+000  3.545269768E+001  0.000000000E+000  1.408173312E+001  8.726752925E+001  0.000000000E+000 
 1.032000000E-001  1.187604415E+000  2.505708352E+000  1.609215065E+001  9.669905414E+000  4.396896292E+001  1.609215566E+001  1.200000000E+003  7.125626491E+000  7.617048803E+000  3.793719038E+001  0.000000000E+000  1.508813482E+001  8.726328020E+001  0.000000000E+000 
 1.036000000E-001  1.110984819E+000  2.482911945E+000  1.708987432E+001  8.462425486E+000  4.396896292E+001  1.708987929E+001  1.200000000E+003  6.665908910E+000  7.125626491E+000  4.032223628E+001  0.000000000E+000  1.609215065E+001  8.728234824E+001  0.000000000E+000 
 1.040000000E-001  1.039308432E+000  2.424700831E+000  1.807139643E+001  7.405723597E+000  4.396896292E+001  1.807140128E+001  1.200000000E+003  6.235850591E+000  6.665908910E+000  4.243265309E+001  0.000000000E+000  1.708987432E+001  8.732176522E+001  0.000000000E+000 
 1.044000000E-001  9.722563385E-001  2.286738162E+000  1.901368373E+001  6.480972095E+000  4.396896292E+001  1.901368830E+001  1.200000000E+003  5.833538030E+000  6.235850591E+000  4.381772995E+001  0.000000000E+000  1.807139643E+001  8.737425152E+001  0.000000000E+000 
 1.048000000E-001  2.207711002E+000  2.519418659E+000  1.181819246E+001  5.671694326E+000  4.396896292E+001  1.181819750E+001  1.200000000E+003  1.324626601E+001  5.833538030E+000  4.347931619E+001  1.000000000E+000  1.901368373E+001  8.739869341E+001  1.000000000E-001 
 1.052000000E-001  2.163347192E+000  2.519310046E+000  1.220706928E+001  2.924392722E+001  4.396896292E+001  1.220707432E+001  1.200000000E+003  1.298008315E+001  1.324626601E+001  2.977497459E+001  0.000000000E+000  1.181819246E+001  8.735699738E+001  0.000000000E+000 
 1.056000000E-001  2.044704811E+000  2.518832012E+000  1.310088970E+001  2.808042644E+001  4.396896292E+001  1.310089473E+001  1.200000000E+003  1.226822886E+001  1.298008315E+001  3.075339229E+001  0.000000000E+000  1.220706928E+001  8.728352233E+001  0.000000000E+000 
 1.060000000E-001  1.914916037E+000  2.517586273E+000  1.410808088E+001  2.508490658E+001  4.396896292E+001  1.410808592E+001  1.200000000E+003  1.148949622E+001  1.226822886E+001  3.299894034E+001  0.000000000E+000  1.310088970E+001  8.723212320E+001  0.000000000E+000 
 1.064000000E-001  1.791373057E+000  2.514236908E+000  1.511444538E+001  2.200142055E+001  4.396896292E+001  1.511445041E+001  1.200000000E+003  1.074823834E+001  1.148949622E+001  3.551831076E+001  0.000000000E+000  1.410808088E+001  8.720512861E+001  0.000000000E+000 
 1.068000000E-001  1.675800606E+000  2.505349162E+000  1.611836239E+001  1.925410458E+001  4.396896292E+001  1.611836740E+001  1.200000000E+003  1.005480363E+001  1.074823834E+001  3.800129644E+001  0.000000000E+000  1.511444538E+001  8.720188869E+001  0.000000000E+000 
 1.072000000E-001  1.567684453E+000  2.481974725E+000  1.711582689E+001  1.684984602E+001  4.396896292E+001  1.711583185E+001  1.200000000E+003  9.406106725E+000  1.005480363E+001  4.038212569E+001  0.000000000E+000  1.611836239E+001  8.722114369E+001  0.000000000E+000 
 1.076000000E-001  1.466543551E+000  2.422361682E+000  1.809669383E+001  1.474580730E+001  4.396896292E+001  1.809669867E+001  1.200000000E+003  8.799261302E+000  9.406106725E+000  4.248104980E+001  0.000000000E+000  1.711582689E+001  8.725996537E+001  0.000000000E+000 
 1.080000000E-001  1.371927878E+000  2.281482271E+000  1.903746222E+001  1.290449990E+001  4.396896292E+001  1.903746678E+001  1.200000000E+003  8.231567267E+000  8.799261302E+000  4.383673764E+001  0.000000000E+000  1.809669383E+001  8.731115595E+001  0.000000000E+000 
 1.084000000E-001  2.378029725E+000  2.518830502E+000  1.313229957E+001  1.129311661E+001  4.396896292E+001  1.313230460E+001  1.200000000E+003  1.426817835E+001  8.231567267E+000  4.343363246E+001  1.000000000E+000  1.903746222E+001  8.733471104E+001  1.000000000E-001 
 1.088000000E-001  2.341439824E+000  2.518588628E+000  1.340642064E+001  3.393015227E+001  4.396896292E+001  1.340642568E+001  1.200000000E+003  1.404863894E+001  1.426817835E+001  3.307803671E+001  0.000000000E+000  1.313229957E+001  8.730990717E+001  0.000000000E+000 
 1.092000000E-001  2.197206152E+000  2.516932495E+000  1.438649407E+001  3.289404266E+001  4.396896292E+001  1.438649911E+001  1.200000000E+003  1.318323691E+001  1.404863894E+001  3.376525859E+001  0.000000000E+000  1.340642064E+001  8.726698262E+001  0.000000000E+000 
 1.096000000E-001  2.057737273E+000  2.512573611E+000  1.539206684E+001  2.896628924E+001  4.396896292E+001  1.539207186E+001  1.200000000E+003  1.234642363E+001  1.318323691E+001  3.620983438E+001  0.000000000E+000  1.438649407E+001  8.724700777E+001  0.000000000E+000 
 1.100000000E-001  1.924980019E+000  2.500946962E+000  1.639477080E+001  2.540569607E+001  4.396896292E+001  1.639477580E+001  1.200000000E+003  1.154988012E+001  1.234642363E+001  3.867370098E+001  0.000000000E+000  1.539206684E+001  8.724988150E+001  0.000000000E+000 
 1.104000000E-001  1.800787764E+000  3.975711564E-001  1.697447420E+001  2.223328847E+001  6.749930867E+000  1.697447500E+001  2.000000000E+002  1.080472658E+001  1.154988012E+001  4.100245216E+001  0.000000000E+000  1.639477080E+001  8.727408831E+001  0.000000000E+000 
 1.108000000E-001  2.309290377E+000  4.190538654E-001  1.320405843E+001  1.945701943E+001  6.749930867E+000  1.320405926E+001  2.000000000E+002  1.385574225E+001  1.080472658E+001  6.748561338E+000  1.000000000E+000  1.697447420E+001  8.729965294E+001  1.000000000E-001 
 1.112000000E-001  2.224292533E+000  4.191696412E-001  1.297630372E+001  3.199693223E+001  6.749930867E+000  1.297630456E+001  2.000000000E+002  1.334575521E+001  1.385574225E+001  5.533211723E+000  0.000000000E+000  1.320405843E+001  8.728895955E+001  0.000000000E+000 
 1.116000000E-001  2.087985949E+000  4.191013581E-001  1.311579616E+001  2.968486368E+001  6.749930867E+000  1.311579700E+001  2.000000000E+002  1.252791569E+001  1.334575521E+001  5.439272576E+000  0.000000000E+000  1.297630372E+001  8.726213428E+001  0.000000000E+000 
 1.120000000E-001  1.955449875E+000  4.190074403E-001  1.328340887E+001  2.615811189E+001  6.749930867E+000  1.328340971E+001  2.000000000E+002  1.173269924E+001  1.252791569E+001  5.496847961E+000  0.000000000E+000  1.311579616E+001  8.723892107E+001  0.000000000E+000 
 1.124000000E-001  1.829291799E+000  4.188973275E-001  1.345098975E+001  2.294270525E+001  6.749930867E+000  1.345099059E+001  2.000000000E+002  1.097575079E+001  1.173269924E+001  5.565847174E+000  0.000000000E+000  1.328340887E+001  8.721994853E+001  0.000000000E+000 
 1.128000000E-001  1.711272962E+000  4.187684848E-001  1.361852279E+001  2.007785089E+001  6.749930867E+000  1.361852363E+001  2.000000000E+002  1.026763776E+001  1.097575079E+001  5.634583681E+000  0.000000000E+000  1.345098975E+001  8.720515098E+001  0.000000000E+000 
 1.132000000E-001  1.600868250E+000  4.186175797E-001  1.378599986E+001  1.757073087E+001  6.749930867E+000  1.378600069E+001  2.000000000E+002  9.605209497E+000  1.026763776E+001  5.703008131E+000  0.000000000E+000  1.361852279E+001  8.719446091E+001  0.000000000E+000 
 1.136000000E-001  1.497586430E+000  4.184407061E-001  1.395341133E+001  1.537667490E+001  6.749930867E+000  1.395341217E+001  2.000000000E+002  8.985518579E+000  9.605209497E+000  5.771061894E+000  0.000000000E+000  1.378599986E+001  8.718780847E+001  0.000000000E+000 
 1.140000000E-001  1.400967960E+000  4.182332685E-001  1.412074591E+001  1.345659069E+001  6.749930867E+000  1.412074675E+001  2.000000000E+002  8.405807760E+000  8.985518579E+000  5.838675315E+000  0.000000000E+000  1.395341133E+001  8.718512086E+001  0.000000000E+000 
 1.144000000E-001  1.310582946E+000  4.179898703E-001  1.428799030E+001  1.177626735E+001  6.749930867E+000  1.428799113E+001  2.000000000E+002  7.863497677E+000  8.405807760E+000  5.905765742E+000  0.000000000E+000  1.412074591E+001  8.718632164E+001  0.000000000E+000 
 1.148000000E-001  1.226029230E+000  4.177041788E-001  1.445512884E+001  1.030576595E+001  6.749930867E+000  1.445512967E+001  2.000000000E+002  7.356175377E+000  7.863497677E+000  5.972235186E+000  0.000000000E+000  1.428799030E+001  8.719132995E+001  0.000000000E+000 
 1.152000000E-001  1.146930597E+000  4.173687653E-001  1.462214313E+001  9.018886028E+000  6.749930867E+000  1.462214397E+001  2.000000000E+002  6.881583582E+000  7.356175377E+000  6.037967695E+000  0.000000000E+000  1.445512884E+001  8.720005952E+001  0.000000000E+000 
 1.156000000E-001  1.072935108E+000  4.169749328E-001  1.478901155E+001  7.892698771E+000  6.749930867E+000  1.478901238E+001  2.000000000E+002  6.437610645E+000  6.881583582E+000  6.102825825E+000  0.000000000E+000  1.462214313E+001  8.721241760E+001  0.000000000E+000 
 1.160000000E-001  1.003713526E+000  4.165125027E-001  1.495570869E+001  6.907138466E+000  6.749930867E+000  1.495570952E+001  2.000000000E+002  6.022281153E+000  6.437610645E+000  6.166647123E+000  0.000000000E+000  1.478901155E+001  8.722830363E+001  0.000000000E+000 
 1.164000000E-001  9.389578572E-001  4.159695788E-001  1.512220474E+001  6.044645049E+000  6.749930867E+000  1.512220557E+001  2.000000000E+002  5.633747142E+000  6.022281153E+000  6.229239657E+000  0.000000000E+000  1.495570869E+001  8.724760773E+001  0.000000000E+000 
 1.168000000E-001  8.783799776E-001  4.153322859E-001  1.528846472E+001  5.289851145E+000  6.749930867E+000  1.528846555E+001  2.000000000E+002  5.270279868E+000  5.633747142E+000  6.290377136E+000  0.000000000E+000  1.512220474E+001  8.727020894E+001  0.000000000E+000 
 1.172000000E-001  8.217103531E-001  4.145844663E-001  1.545444766E+001  4.629308317E+000  6.749930867E+000  1.545444849E+001  2.000000000E+002  4.930262122E+000  5.270279868E+000  6.349793001E+000  0.000000000E+000  1.528846472E+001  8.729597319E+001  0.000000000E+000 
 1.176000000E-001  7.686968377E-001  4.137073528E-001  1.562010560E+001  4.051247434E+000  6.749930867E+000  1.562010643E+001  2.000000000E+002  4.612181030E+000  4.930262122E+000  6.407173964E+000  0.000000000E+000  1.545444766E+001  8.732475091E+001  0.000000000E+000 
 1.180000000E-001  7.191035536E-001  4.126791993E-001  1.578538246E+001  3.545368977E+000  6.749930867E+000  1.578538328E+001  2.000000000E+002  4.314621321E+000  4.612181030E+000  6.462152565E+000  0.000000000E+000  1.562010560E+001  8.735637430E+001  0.000000000E+000 
 1.184000000E-001  6.727098389E-001  4.114748897E-001  1.595021281E+001  3.102659525E+000  6.749930867E+000  1.595021363E+001  2.000000000E+002  4.036259036E+000  4.314621321E+000  6.514298993E+000  0.000000000E+000  1.578538246E+001  8.739065425E+001  0.000000000E+000 
 1.188000000E-001  6.293092718E-001  4.100655211E-001  1.611452041E+001  2.715231170E+000  6.749930867E+000  1.611452123E+001  2.000000000E+002  3.775855630E+000  4.036259036E+000  6.563112029E+000  0.000000000E+000  1.595021281E+001  8.742737676E+001  0.000000000E+000 
 1.192000000E-001  5.887087440E-001  4.084180034E-001  1.627821661E+001  2.376180955E+000  6.749930867E+000  1.627821743E+001  2.000000000E+002  3.532252464E+000  3.775855630E+000  6.608009208E+000  0.000000000E+000  1.611452041E+001  8.746629891E+001  0.000000000E+000 
 1.196000000E-001  5.507276084E-001  4.064946140E-001  1.644119862E+001  2.079467911E+000  6.749930867E+000  1.644119943E+001  2.000000000E+002  3.304365650E+000  3.532252464E+000  6.648316670E+000  0.000000000E+000  1.627821661E+001  8.750714443E+001  0.000000000E+000 
 1.200000000E-001  5.151968718E-001  4.042526704E-001  1.660334754E+001  1.819805392E+000  6.749930867E+000  1.660334835E+001  2.000000000E+002  3.091181230E+000  3.304365650E+000  6.683258744E+000  0.000000000E+000  1.644119862E+001  8.754959871E+001  0.000000000E+000 
 1.204000000E-001  4.819584447E-001  2.479549568E+000  1.718010744E+001  1.592566900E+000  4.396896292E+001  1.718011239E+001  1.200000000E+003  2.891750670E+000  3.091181230E+000  6.711947524E+000  0.000000000E+000  1.660334754E+001  8.759330341E+001  0.000000000E+000 
 1.208000000E-001  4.508644400E-001  2.416328144E+000  1.815928238E+001  1.393703657E+000  4.396896292E+001  1.815928722E+001  1.200000000E+003  2.705186638E+000  2.891750670E+000  4.259892804E+001  0.000000000E+000  1.718010744E+001  8.762733559E+001  0.000000000E+000 
 1.212000000E-001  4.217765071E-001  2.268019788E+000  1.909615133E+001  1.219672457E+000  4.396896292E+001  1.909615587E+001  1.200000000E+003  2.530659043E+000  2.705186638E+000  4.387878510E+001  0.000000000E+000  1.815928238E+001  8.767174278E+001  0.000000000E+000 
 1.216000000E-001  1.983502436E+000  2.519643388E+000  1.005699303E+001  1.067372531E+000  4.396896292E+001  1.005699807E+001  1.200000000E+003  1.190101461E+001  2.530659043E+000  4.331044916E+001  1.000000000E+000  1.909615133E+001  8.769147061E+001  1.000000000E-001 
 1.220000000E-001  1.927495772E+000  2.519600406E+000  1.060530902E+001  2.360569145E+001  4.396896292E+001  1.060531406E+001  1.200000000E+003  1.156497463E+001  1.190101461E+001  2.534003601E+001  0.000000000E+000  1.005699303E+001  8.763681637E+001  0.000000000E+000 
 1.224000000E-001  1.822458067E+000  2.519482912E+000  1.151055092E+001  2.229143970E+001  4.396896292E+001  1.151055595E+001  1.200000000E+003  1.093474840E+001  1.156497463E+001  2.672114091E+001  0.000000000E+000  1.060530902E+001  8.753948274E+001  0.000000000E+000 
 1.228000000E-001  1.706776526E+000  2.519191607E+000  1.251826286E+001  1.992812041E+001  4.396896292E+001  1.251826789E+001  1.200000000E+003  1.024065916E+001  1.093474840E+001  2.900063632E+001  0.000000000E+000  1.151055092E+001  8.746156787E+001  0.000000000E+000 
